seed,profundidade,pontuacao,passos,bateria_final,recargas,tempo_execucao
169,1,6,170,20,2,17.26234531402588
169,2,19,181,9,3,18.520097494125366
169,3,79,121,9,2,13.240394830703735
169,4,103,97,33,1,15.508933782577515
170,1,-60,124,40,1,12.629099607467651
170,2,62,130,-2,1,13.338531255722046
170,3,44,156,42,3,17.18205952644348
170,4,62,130,-2,2,22.739306926727295
171,1,69,123,-2,2,12.523523330688477
171,2,28,168,9,2,17.238287925720215
171,3,61,139,10,2,15.507935285568237
171,4,105,87,-2,1,18.48062777519226
172,1,90,102,38,2,10.410844802856445
172,2,104,96,14,2,9.911148309707642
172,3,106,94,14,2,10.682578325271606
172,4,104,96,30,2,16.599831342697144
173,1,40,120,40,2,12.222576141357422
173,2,77,123,5,2,12.688711166381836
173,3,47,153,33,3,16.67739510536194
173,4,57,143,33,3,23.43350648880005
174,1,-13,157,1,2,15.96211290359497
174,2,10,166,8,2,16.965592622756958
174,3,80,120,24,2,13.09801459312439
174,4,80,120,24,2,18.20187783241272
175,1,138,62,8,0,6.365311145782471
175,2,112,88,24,1,9.047870635986328
175,3,108,92,40,2,9.998125553131104
175,4,126,74,10,1,11.518997192382812
176,1,70,122,37,3,12.418238878250122
176,2,94,106,5,1,10.91784119606018
176,3,88,112,1,2,12.651497602462769
176,4,94,106,5,1,17.620609521865845
177,1,47,153,7,3,15.547688245773315
177,2,37,163,33,3,16.660285234451294
177,3,69,131,1,2,14.069742679595947
177,4,79,121,7,2,19.082565307617188
178,1,70,122,26,2,12.42231822013855
178,2,70,114,20,1,11.720072031021118
178,3,86,114,24,2,12.75070571899414
178,4,90,110,18,1,17.942595958709717
179,1,56,104,36,1,10.608502388000488
179,2,81,119,3,1,12.206034183502197
179,3,75,125,35,2,13.577997922897339
179,4,81,119,3,1,17.493123769760132
180,1,84,116,31,2,11.833019733428955
180,2,10,154,43,2,15.788552522659302
180,3,64,128,11,2,14.366169452667236
180,4,74,126,11,2,23.195831537246704
181,1,80,120,21,2,12.23029351234436
181,2,75,81,-11,0,8.380964517593384
181,3,65,135,42,3,15.039496421813965
181,4,65,135,12,2,21.602328300476074
182,1,61,99,41,1,10.10155725479126
182,2,103,97,29,1,10.006144523620605
182,3,96,104,12,1,11.419004201889038
182,4,117,83,29,1,13.798132419586182
183,1,97,103,27,1,10.495512008666992
183,2,80,104,30,1,10.703169345855713
183,3,70,130,38,2,14.109966516494751
183,4,93,99,33,1,16.369110345840454
184,1,94,106,30,2,10.818994522094727
184,2,84,108,48,2,11.122437715530396
184,3,80,120,12,2,13.267882585525513
184,4,78,122,48,3,19.21875810623169
185,1,104,96,33,1,9.81200647354126
185,2,120,72,-2,0,7.64296817779541
185,3,50,150,19,2,16.628770351409912
185,4,81,111,-2,1,22.114627599716187
186,1,-135,123,-53,0,12.529812812805176
186,2,-4,204,6,3,20.841052055358887
186,3,20,180,8,3,19.517393827438354
186,4,22,178,8,2,26.38623595237732
187,1,95,105,15,2,10.710884094238281
187,2,69,131,7,4,13.51259446144104
187,3,85,115,5,1,13.00865650177002
187,4,93,107,3,1,18.46860957145691
188,1,-163,167,-49,1,16.97784113883972
188,2,5,163,5,2,16.774120807647705
188,3,53,119,-7,1,13.938401222229004
188,4,47,153,27,3,30.610053300857544
189,1,67,97,42,1,9.908844709396362
189,2,-3,111,42,1,11.430983304977417
189,3,76,124,5,1,13.560930728912354
189,4,47,101,42,1,16.54112982749939
190,1,70,82,-12,0,8.390822410583496
190,2,84,116,13,1,11.940184116363525
190,3,92,108,13,1,11.920757532119751
190,4,92,108,13,1,18.041146993637085
191,1,39,145,2,3,14.753984451293945
191,2,47,149,24,2,15.291321754455566
191,3,13,179,18,3,19.839407682418823
191,4,53,147,8,3,24.557220220565796
192,1,100,100,3,1,10.211168766021729
192,2,72,128,41,3,13.139861583709717
192,3,116,84,41,2,9.280867576599121
192,4,112,88,19,2,13.699161291122437
193,1,-106,186,38,3,18.881253719329834
193,2,11,149,25,3,15.308483362197876
193,3,0,200,8,4,21.649824857711792
193,4,68,132,0,2,22.625487089157104
194,1,38,162,9,2,16.449291706085205
194,2,68,132,9,2,13.519052267074585
194,3,82,118,9,2,13.130152463912964
194,4,102,98,25,1,16.66311502456665
195,1,83,117,15,2,11.920292139053345
195,2,125,71,-1,0,7.342694520950317
195,3,115,85,13,1,9.377830743789673
195,4,139,61,9,0,10.45766019821167
196,1,69,119,14,1,12.120149374008179
196,2,62,138,7,2,14.189953804016113
196,3,76,124,31,2,14.076545238494873
196,4,69,103,34,1,20.12790584564209
197,1,56,144,32,2,14.637018203735352
197,2,90,110,18,1,11.327096700668335
197,3,82,118,6,1,12.915006160736084
197,4,92,108,0,1,17.278897285461426
198,1,24,176,3,3,17.883710861206055
198,2,-31,167,-12,2,17.11617612838745
198,3,17,183,6,4,20.01872992515564
198,4,37,163,6,2,25.09947681427002
199,1,79,121,51,3,12.343310832977295
199,2,103,97,25,2,9.980527400970459
199,3,127,73,43,2,8.201125621795654
199,4,135,65,47,1,10.928299188613892
200,1,19,165,-4,4,16.781932592391968
200,2,48,152,7,2,15.621922969818115
200,3,72,128,7,4,14.644948959350586
200,4,54,146,7,4,27.33133316040039
201,1,-39,127,43,2,12.946332216262817
201,2,-15,127,43,3,13.039807796478271
201,3,74,126,4,2,13.761316299438477
201,4,64,136,4,3,21.10810613632202
202,1,15,141,-11,3,14.379285097122192
202,2,7,157,-9,3,16.16711139678955
202,3,61,139,3,4,15.899890422821045
202,4,55,145,3,2,25.214412212371826
203,1,-77,181,-6,3,18.386284589767456
203,2,51,149,40,3,15.290170669555664
203,3,63,129,-2,2,14.142425775527954
203,4,79,113,-2,1,17.947191953659058
204,1,80,104,30,1,10.611916303634644
204,2,55,97,45,1,9.986471891403198
204,3,78,122,30,3,13.420451164245605
204,4,83,117,45,3,19.5322322845459
205,1,28,172,30,4,17.4680495262146
205,2,16,160,4,2,16.402931213378906
205,3,94,106,8,2,11.876068592071533
205,4,72,128,36,2,19.760310649871826
206,1,1,143,-14,2,14.571165323257446
206,2,64,136,25,2,13.955421924591064
206,3,48,116,-9,2,13.088928461074829
206,4,79,121,26,2,18.767586946487427
207,1,40,132,-7,2,13.429609060287476
207,2,-26,118,39,1,12.118813037872314
207,3,56,144,7,3,15.841395139694214
207,4,76,120,-1,3,19.291263103485107
208,1,8,136,43,3,13.849651336669922
208,2,65,135,12,3,13.82863473892212
208,3,101,99,22,2,11.014576435089111
208,4,95,105,22,3,16.987497329711914
209,1,-69,189,9,2,19.215328454971313
209,2,19,181,33,3,18.543464183807373
209,3,35,165,7,2,17.977953672409058
209,4,31,169,9,3,28.462117195129395
210,1,44,156,9,4,15.868989944458008
210,2,20,140,-5,1,14.359144687652588
210,3,92,108,3,2,12.1727294921875
210,4,84,112,-1,1,17.363099813461304
211,1,59,117,19,1,11.929811000823975
211,2,71,129,1,1,13.278499126434326
211,3,77,123,37,2,13.708837747573853
211,4,95,105,25,1,17.748709201812744
212,1,107,93,10,2,9.498947620391846
212,2,119,81,42,1,8.340943098068237
212,3,109,91,16,2,9.996610641479492
212,4,103,97,16,1,14.86014437675476
213,1,57,143,18,3,14.540148258209229
213,2,43,117,-10,1,12.051835298538208
213,3,105,91,40,1,10.183001279830933
213,4,94,106,3,2,17.957930088043213
214,1,-36,136,19,1,13.832488059997559
214,2,23,177,40,3,18.06156611442566
214,3,76,120,-1,1,13.091940641403198
214,4,79,121,16,2,18.7124125957489
215,1,55,85,-15,0,8.721138000488281
215,2,95,77,-7,0,7.971479177474976
215,3,95,77,-7,0,8.708491325378418
215,4,109,91,30,1,14.975747346878052
216,1,51,149,34,3,15.154294729232788
216,2,69,103,34,1,10.607370138168335
216,3,49,151,34,3,16.43900752067566
216,4,103,97,26,1,15.883559942245483
217,1,68,116,18,1,11.828243017196655
217,2,30,130,10,1,13.417744398117065
217,3,80,120,8,1,13.877656936645508
217,4,32,160,32,2,27.62939739227295
218,1,-76,108,-42,1,11.0310800075531
218,2,-32,144,8,1,14.803439855575562
218,3,34,134,-8,2,15.63683533668518
218,4,59,141,29,2,26.98541760444641
219,1,58,122,-5,2,12.418195247650146
219,2,18,138,3,1,14.15082836151123
219,3,98,102,1,1,11.541232109069824
219,4,98,102,1,1,17.830772876739502
220,1,120,72,-2,0,7.377520322799683
220,2,82,118,8,1,12.117367506027222
220,3,132,68,2,0,7.700356483459473
220,4,132,68,2,0,11.839884519577026
221,1,52,108,32,1,11.010072469711304
221,2,89,111,9,1,11.419056177139282
221,3,89,111,39,2,11.983761072158813
221,4,105,95,13,1,14.177826404571533
222,1,-45,105,-35,0,10.741972923278809
222,2,65,111,-6,1,11.504491567611694
222,3,25,139,0,1,15.551073551177979
222,4,37,163,36,3,27.580058097839355
223,1,36,164,21,3,16.68559956550598
223,2,36,160,-1,2,16.44040870666504
223,3,73,127,40,2,14.087847232818604
223,4,85,107,-2,1,19.090867519378662
224,1,45,87,-17,0,8.888818502426147
224,2,29,155,37,3,15.871400594711304
224,3,67,133,37,2,14.42891526222229
224,4,73,127,33,2,18.877816677093506
225,1,95,105,20,2,10.710140466690063
225,2,130,70,25,1,7.270843744277954
225,3,130,70,25,1,8.02954363822937
225,4,130,70,25,1,12.960826635360718
226,1,61,139,15,2,14.142612218856812
226,2,13,107,43,1,11.07590365409851
226,3,65,135,5,2,15.165288209915161
226,4,70,130,26,2,20.67029881477356
227,1,63,137,31,3,13.963191032409668
227,2,83,117,7,1,12.033412456512451
227,3,85,115,7,1,12.622093439102173
227,4,53,147,17,4,23.636624336242676
228,1,83,117,12,1,11.921824932098389
228,2,83,117,12,1,12.062119483947754
228,3,87,113,8,2,13.19792914390564
228,4,51,149,20,2,24.036404371261597
229,1,102,98,30,2,9.99992322921753
229,2,85,115,29,3,11.818546056747437
229,3,96,104,16,1,11.419343948364258
229,4,123,77,25,1,12.773424863815308
230,1,62,138,53,3,14.038141965866089
230,2,78,122,49,2,12.548729658126831
230,3,88,112,49,2,12.4597327709198
230,4,80,120,49,3,20.7762770652771
231,1,-75,159,-28,1,16.206938982009888
231,2,-67,159,40,2,16.328455686569214
231,3,-5,145,-6,1,16.209212064743042
231,4,31,161,20,2,26.828915119171143
232,1,54,118,-7,1,12.027557134628296
232,2,96,104,7,1,10.730972528457642
232,3,65,135,46,2,14.74881911277771
232,4,106,94,31,1,17.95859932899475
233,1,30,130,19,3,13.229390859603882
233,2,82,118,9,2,12.148436546325684
233,3,76,124,9,3,13.742197513580322
233,4,82,118,9,2,19.768255472183228
234,1,-33,193,3,2,19.589951753616333
234,2,1,135,19,2,13.865378141403198
234,3,-36,236,40,7,25.752110719680786
234,4,10,190,40,5,31.059127807617188
235,1,-90,134,35,1,13.631427764892578
235,2,-118,150,35,2,15.431845664978027
235,3,59,141,32,3,15.89972186088562
235,4,35,165,32,4,30.228475332260132
236,1,41,99,46,1,10.101018905639648
236,2,36,128,11,1,13.138372898101807
236,3,11,173,-4,2,18.537763833999634
236,4,66,126,17,2,20.9475576877594
237,1,-1,117,34,1,11.922662019729614
237,2,55,133,-2,1,13.639847755432129
237,3,65,131,0,1,14.39434003829956
237,4,89,111,16,1,18.718935012817383
238,1,97,103,1,1,10.529023885726929
238,2,-25,101,-31,0,10.426418542861938
238,3,45,135,-1,1,14.959601163864136
238,4,97,103,27,1,18.32090473175049
239,1,70,82,-12,0,8.377740859985352
239,2,70,82,-12,0,8.511937618255615
239,3,52,148,2,2,16.349806785583496
239,4,104,96,12,1,17.849815130233765
240,1,45,87,-17,0,8.897680044174194
240,2,84,112,19,1,11.53656268119812
240,3,86,110,21,1,12.368968963623047
240,4,86,110,21,1,19.21217966079712
241,1,126,74,14,1,7.57880973815918
241,2,106,78,-4,1,8.088818311691284
241,3,134,66,4,0,7.552287340164185
241,4,135,65,9,1,12.597368478775024
242,1,81,119,33,2,12.134364366531372
242,2,83,109,23,1,11.252535820007324
242,3,93,107,1,1,11.991837978363037
242,4,95,105,1,1,18.070873737335205
243,1,32,128,12,1,13.060068130493164
243,2,60,124,-4,1,12.790852308273315
243,3,74,118,-2,1,13.182234525680542
243,4,98,102,16,1,18.966784477233887
244,1,24,116,29,1,11.830883264541626
244,2,82,118,21,2,12.14868712425232
244,3,94,106,23,1,11.621224164962769
244,4,76,120,11,1,18.19271993637085
245,1,52,148,21,3,15.071958303451538
245,2,44,152,-1,2,15.547719240188599
245,3,62,134,-1,3,14.792951345443726
245,4,78,118,-1,1,17.98562216758728
246,1,42,158,18,4,16.057371616363525
246,2,82,118,8,1,12.120466709136963
246,3,90,110,6,2,12.327106237411499
246,4,100,100,6,1,16.73104476928711
247,1,110,74,-4,0,7.577033281326294
247,2,116,84,37,1,8.690335512161255
247,3,116,84,37,1,9.448408842086792
247,4,114,86,37,1,14.748658180236816
248,1,-13,201,32,4,20.41026496887207
248,2,-33,233,32,5,23.904019594192505
248,3,-47,247,32,5,26.898969650268555
248,4,5,195,32,4,34.060001850128174
249,1,35,161,-1,3,16.37166142463684
249,2,63,137,7,2,14.079829454421997
249,3,59,133,43,3,15.177119731903076
249,4,91,109,43,2,19.719878673553467
250,1,10,94,-24,0,9.59097146987915
250,2,-15,131,20,1,13.470228672027588
250,3,54,118,19,1,13.055283784866333
250,4,51,149,2,2,22.71423840522766
251,1,-20,100,-30,0,10.20095181465149
251,2,-20,100,-30,0,10.329318284988403
251,3,78,122,6,1,13.489352226257324
251,4,92,108,10,1,18.197966814041138
252,1,118,82,29,2,8.388772964477539
252,2,59,125,-4,2,12.839649677276611
252,3,112,88,11,1,9.848936080932617
252,4,104,96,49,3,16.188286066055298
253,1,-54,122,41,1,12.426109313964844
253,2,68,132,41,2,13.572061777114868
253,3,62,138,31,3,15.057401180267334
253,4,78,122,31,3,19.39937448501587
254,1,64,116,-5,2,11.852993726730347
254,2,78,122,23,2,12.509177446365356
254,3,94,106,1,1,11.469861268997192
254,4,89,111,10,2,17.77568483352661
255,1,21,91,-22,1,9.29086685180664
255,2,95,105,22,1,10.790961027145386
255,3,107,93,36,2,10.328681468963623
255,4,107,93,36,2,14.504179954528809
256,1,47,89,-16,1,9.0901460647583
256,2,52,96,-13,2,9.92016887664795
256,3,81,119,16,4,13.387088775634766
256,4,89,111,16,2,18.8660306930542
257,1,120,72,-2,0,7.377770900726318
257,2,122,78,15,1,8.077592849731445
257,3,106,94,21,1,10.193881034851074
257,4,136,64,6,0,11.13392448425293
258,1,116,84,20,1,8.590805530548096
258,2,45,107,35,1,11.001083374023438
258,3,98,102,18,1,11.18800973892212
258,4,119,81,1,1,15.529081106185913
259,1,102,98,27,1,10.001935958862305
259,2,16,136,31,2,13.946316957473755
259,3,108,92,29,1,10.469991445541382
259,4,108,92,29,1,16.978542804718018
260,1,77,115,-2,2,11.719465970993042
260,2,79,117,14,1,12.058797597885132
260,3,70,130,13,3,14.382584571838379
260,4,78,122,41,3,19.76121735572815
261,1,-20,148,-1,1,15.056773662567139
261,2,0,144,-3,1,14.841501474380493
261,3,-2,194,41,3,21.586831092834473
261,4,-10,198,-3,3,32.851011991500854
262,1,-95,115,-45,0,11.719111204147339
262,2,92,108,14,1,11.142261743545532
262,3,96,104,18,1,11.580091714859009
262,4,96,104,18,1,17.918020963668823
263,1,-16,112,40,2,11.441495895385742
263,2,47,137,37,2,14.004439353942871
263,3,116,84,40,1,9.170902729034424
263,4,110,90,32,1,13.12978458404541
264,1,45,87,-17,0,8.91010594367981
264,2,119,81,37,1,8.398814678192139
264,3,96,104,2,2,11.582119464874268
264,4,119,81,37,1,14.372514247894287
265,1,92,108,3,1,11.01089358329773
265,2,93,107,16,1,10.997112274169922
265,3,89,103,40,2,11.450026035308838
265,4,114,86,5,1,13.697862148284912
266,1,58,126,31,3,12.82235312461853
266,2,60,140,37,3,14.349956274032593
266,3,76,124,37,3,13.800492286682129
266,4,76,124,37,3,19.20767092704773
267,1,31,169,2,3,17.169918298721313
267,2,27,173,16,4,17.703824758529663
267,3,34,166,5,4,18.03077459335327
267,4,84,116,29,3,20.682303428649902
268,1,47,153,26,3,15.551046133041382
268,2,71,125,6,1,12.850925922393799
268,3,93,107,12,1,11.85785436630249
268,4,109,91,22,1,16.08208441734314
269,1,64,120,-4,2,12.23115062713623
269,2,57,143,19,2,14.677413940429688
269,3,97,103,23,2,11.689955234527588
269,4,101,99,23,1,16.879371404647827
270,1,3,157,10,3,15.977760076522827
270,2,106,94,5,1,9.752298593521118
270,3,100,100,5,2,11.520219802856445
270,4,106,94,5,1,17.14793610572815
271,1,76,124,43,3,12.629188060760498
271,2,106,94,27,2,9.74321985244751
271,3,84,116,7,2,13.240003824234009
271,4,92,108,41,3,20.98906970024109
272,1,97,103,6,1,10.50955319404602
272,2,68,132,27,2,13.559776067733765
272,3,104,96,13,1,10.869081020355225
272,4,102,98,25,1,17.029690265655518
273,1,112,88,21,1,9.018525838851929
273,2,98,98,33,1,10.167438507080078
273,3,104,96,23,1,11.060016870498657
273,4,106,94,23,1,17.38894271850586
274,1,5,123,41,2,12.53887152671814
274,2,69,131,13,2,13.466737270355225
274,3,115,85,31,1,9.64867877960205
274,4,115,85,31,1,15.071271181106567
275,1,-62,150,43,3,15.26630425453186
275,2,-75,159,-4,1,16.301472902297974
275,3,49,151,12,3,16.839542865753174
275,4,33,167,8,3,27.36887788772583
276,1,26,134,-8,2,13.655156373977661
276,2,62,130,-2,1,13.38046145439148
276,3,56,128,-2,2,14.465331315994263
276,4,72,120,-2,1,19.908953189849854
277,1,57,143,44,4,14.552965879440308
277,2,71,129,44,3,13.207967042922974
277,3,101,99,6,1,10.858986377716064
277,4,111,89,36,1,14.139899015426636
278,1,81,119,28,2,12.119868040084839
278,2,108,92,17,1,9.498661994934082
278,3,102,98,9,1,10.91323709487915
278,4,109,91,16,1,15.943986892700195
279,1,83,117,39,2,11.940788269042969
279,2,106,94,40,2,9.766104698181152
279,3,97,103,15,1,11.78056526184082
279,4,118,82,6,1,17.379117727279663
280,1,7,121,-18,1,12.326829433441162
280,2,72,128,1,1,13.13165283203125
280,3,44,156,1,3,16.96993112564087
280,4,79,121,8,1,18.509582042694092
281,1,39,161,7,3,16.373217821121216
281,2,63,137,19,2,14.021793603897095
281,3,21,179,3,4,19.566054105758667
281,4,65,135,13,3,23.09884262084961
282,1,77,123,3,2,12.529411792755127
282,2,91,109,11,1,11.209921598434448
282,3,97,103,11,1,11.399061679840088
282,4,83,117,33,2,18.391825914382935
283,1,-9,161,43,3,16.369426727294922
283,2,93,107,9,1,11.049964904785156
283,3,85,115,15,1,12.9645357131958
283,4,72,128,0,1,21.30760955810547
284,1,-30,102,-32,0,10.408002138137817
284,2,101,99,17,2,10.210428237915039
284,3,99,101,17,2,11.218688488006592
284,4,101,99,17,2,17.632868766784668
285,1,-65,121,45,1,12.33102035522461
285,2,21,151,-7,2,15.480084896087646
285,3,65,135,19,3,14.71303653717041
285,4,55,145,19,2,21.649102926254272
286,1,-18,186,1,2,18.901188373565674
286,2,48,152,13,2,15.583189249038696
286,3,30,158,13,2,17.27974224090576
286,4,85,115,0,1,20.053030252456665
287,1,-60,128,-33,1,13.061899185180664
287,2,68,128,3,1,13.132834911346436
287,3,74,126,3,1,13.796828985214233
287,4,76,124,1,1,18.819042205810547
288,1,101,99,6,1,10.110278844833374
288,2,78,110,23,1,11.331868171691895
288,3,105,95,10,1,10.688545942306519
288,4,95,105,0,1,18.336795330047607
289,1,41,135,1,1,13.742403984069824
289,2,-53,181,1,3,18.489781379699707
289,3,33,147,-5,3,16.228248357772827
289,4,79,121,1,2,19.996917247772217
290,1,82,118,35,2,12.067540884017944
290,2,1,139,6,1,14.238160610198975
290,3,95,105,18,1,11.626182079315186
290,4,91,109,20,1,17.457084894180298
291,1,86,114,24,2,11.626925706863403
291,2,84,116,6,1,12.000035285949707
291,3,88,112,6,3,13.570402145385742
291,4,94,106,4,1,20.095269441604614
292,1,-48,108,-35,1,11.05113673210144
292,2,-42,150,3,1,15.406961441040039
292,3,20,128,15,1,14.351069927215576
292,4,78,122,5,1,20.54867124557495
293,1,17,111,37,1,11.33980131149292
293,2,110,90,18,1,9.309759378433228
293,3,37,155,37,3,17.43007183074951
293,4,72,128,28,2,23.580776691436768
294,1,32,168,13,3,17.069921016693115
294,2,78,122,7,1,12.509708404541016
294,3,80,120,19,2,13.106466054916382
294,4,88,112,3,1,17.701215267181396
295,1,93,107,12,1,10.90975308418274
295,2,91,109,26,2,11.189977645874023
295,3,43,157,28,4,16.878580570220947
295,4,97,103,16,1,15.51964545249939
296,1,20,92,-22,0,9.402862787246704
296,2,119,81,43,1,8.410516262054443
296,3,91,109,35,2,12.279022693634033
296,4,100,100,0,1,17.387883186340332
297,1,-66,146,42,3,14.868393659591675
297,2,-7,167,1,2,17.057798385620117
297,3,49,147,-1,3,16.08780264854431
297,4,55,145,33,3,21.06139373779297
298,1,93,107,15,2,10.925334215164185
298,2,69,131,15,2,13.501036643981934
298,3,71,129,15,2,14.16982126235962
298,4,87,113,25,2,18.162805795669556
299,1,54,130,17,2,13.236972093582153
299,2,30,126,-11,1,12.994616985321045
299,3,76,124,5,1,14.139492273330688
299,4,66,134,17,2,24.299577474594116
300,1,97,103,46,3,10.510115146636963
300,2,108,92,43,2,9.540385961532593
300,3,108,92,43,2,10.319151401519775
300,4,108,92,43,2,17.321082830429077
301,1,36,112,31,1,11.417862892150879
301,2,2,162,11,2,16.600987434387207
301,3,90,110,19,1,12.30971384048462
301,4,54,146,11,2,22.861262559890747
302,1,40,124,-9,2,12.630293130874634
302,2,67,133,12,2,13.650756597518921
302,3,68,132,33,3,14.466577768325806
302,4,68,132,33,2,19.330684423446655
303,1,68,108,28,1,11.000701427459717
303,2,101,99,13,1,10.241109848022461
303,3,95,105,13,2,11.998436450958252
303,4,110,90,24,1,15.718914270401001
304,1,91,109,12,2,11.140663623809814
304,2,38,126,13,1,12.958637475967407
304,3,71,129,14,2,14.057416439056396
304,4,89,99,34,1,16.269437789916992
305,1,32,168,13,4,17.081498861312866
305,2,24,176,15,3,18.01012945175171
305,3,74,126,25,3,13.947117567062378
305,4,58,142,25,3,22.57041049003601
306,1,-40,104,-34,0,10.599818468093872
306,2,94,106,25,2,10.927716493606567
306,3,84,116,17,2,12.692041635513306
306,4,94,86,-5,2,15.577924013137817
307,1,-65,109,-39,0,11.138981819152832
307,2,44,140,30,2,14.436607837677002
307,3,68,124,8,1,13.999545097351074
307,4,88,112,6,1,20.919891357421875
308,1,84,116,33,3,11.831279754638672
308,2,83,117,0,1,12.031114101409912
308,3,62,130,41,3,14.442999601364136
308,4,98,102,3,1,17.618385791778564
309,1,-46,174,-18,3,17.6799373626709
309,2,42,158,8,3,16.221134901046753
309,3,54,146,26,2,15.900016784667969
309,4,66,134,10,2,21.047855615615845
310,1,69,119,-3,1,12.130774021148682
310,2,93,107,11,1,11.106058597564697
310,3,96,104,0,1,12.009532451629639
310,4,107,93,37,1,18.699853658676147
311,1,59,141,37,3,14.353404760360718
311,2,39,161,3,3,16.496344327926636
311,3,83,117,3,2,13.068729877471924
311,4,87,113,37,3,20.06171751022339
